Community Area,Primary Type,Year,Number of Reported Crimes
2,MOTOR VEHICLE THEFT,2009,1551092222
2,MOTOR VEHICLE THEFT,2010,1965694979
2,MOTOR VEHICLE THEFT,2011,1924634651
2,MOTOR VEHICLE THEFT,2012,1750316837
2,MOTOR VEHICLE THEFT,2013,1243840658
2,MOTOR VEHICLE THEFT,2014,1323176813
2,MOTOR VEHICLE THEFT,2015,1250404488
2,MOTOR VEHICLE THEFT,2016,1751262152
2,MOTOR VEHICLE THEFT,2017,2121701418
2,MOTOR VEHICLE THEFT,2018,765362238
2,NARCOTICS,2002,275331466
2,NARCOTICS,2003,572070588
2,NARCOTICS,2004,627936680
2,NARCOTICS,2005,1241147635
2,NARCOTICS,2006,1936338261
2,NARCOTICS,2007,2155410062
2,NARCOTICS,2008,2338965074
2,NARCOTICS,2009,2813656769
2,NARCOTICS,2010,2505832506
2,NARCOTICS,2011,2264818946
2,NARCOTICS,2012,1989519568
2,NARCOTICS,2013,1987931614
2,NARCOTICS,2014,1711975667
2,NARCOTICS,2015,1619811470
2,NARCOTICS,2016,941233233
2,NARCOTICS,2017,573263636
2,NARCOTICS,2018,304104431
2,NON-CRIMINAL,2016,10701492
2,NON-CRIMINAL,2018,11241257
2,NON-CRIMINAL (SUBJECT SPECIFIED),2012,8819689
2,OBSCENITY,2004,6896884
2,OBSCENITY,2007,5494868
2,OBSCENITY,2009,6777812
2,OBSCENITY,2010,7540791
2,OBSCENITY,2011,15800315
2,OBSCENITY,2012,8789353
2,OBSCENITY,2014,9596595
2,OBSCENITY,2015,10326240
2,OBSCENITY,2016,31806596
2,OBSCENITY,2017,11289422
2,OFFENSE INVOLVING CHILDREN,2001,6107834
2,OFFENSE INVOLVING CHILDREN,2002,80728525
2,OFFENSE INVOLVING CHILDREN,2003,142637401
2,OFFENSE INVOLVING CHILDREN,2004,164452095
2,OFFENSE INVOLVING CHILDREN,2005,146870182
2,OFFENSE INVOLVING CHILDREN,2006,139411068
2,OFFENSE INVOLVING CHILDREN,2007,166538251
2,OFFENSE INVOLVING CHILDREN,2008,251180337
2,OFFENSE INVOLVING CHILDREN,2009,243404430
2,OFFENSE INVOLVING CHILDREN,2010,262755000
2,OFFENSE INVOLVING CHILDREN,2011,236191788
2,OFFENSE INVOLVING CHILDREN,2012,306428724
2,OFFENSE INVOLVING CHILDREN,2013,285915027
2,OFFENSE INVOLVING CHILDREN,2014,334023531
2,OFFENSE INVOLVING CHILDREN,2015,377977526
2,OFFENSE INVOLVING CHILDREN,2016,403011035
2,OFFENSE INVOLVING CHILDREN,2017,330172733
2,OFFENSE INVOLVING CHILDREN,2018,123623160
2,OTHER NARCOTIC VIOLATION,2009,6996247
2,OTHER OFFENSE,2001,7404529
2,OTHER OFFENSE,2002,816876958
2,OTHER OFFENSE,2003,1344077592
2,OTHER OFFENSE,2004,1584497199
2,OTHER OFFENSE,2005,1979173193
2,OTHER OFFENSE,2006,2225055628
2,OTHER OFFENSE,2007,2458432737
2,OTHER OFFENSE,2008,2677040691
2,OTHER OFFENSE,2009,2815508377
2,OTHER OFFENSE,2010,2633178719
2,OTHER OFFENSE,2011,2489834753
2,OTHER OFFENSE,2012,2314396723
2,OTHER OFFENSE,2013,2421908806
2,OTHER OFFENSE,2014,2200830611
2,OTHER OFFENSE,2015,2385725141
2,OTHER OFFENSE,2016,2384515505
2,OTHER OFFENSE,2017,2697020759
2,OTHER OFFENSE,2018,979884090
2,PROSTITUTION,2002,14427533
2,PROSTITUTION,2003,11639958
2,PROSTITUTION,2004,39848776
2,PROSTITUTION,2005,60310267
2,PROSTITUTION,2006,126981727
2,PROSTITUTION,2007,129359598
2,PROSTITUTION,2008,101300074
2,PROSTITUTION,2009,62249997
2,PROSTITUTION,2010,44992325
2,PROSTITUTION,2011,16159905
2,PROSTITUTION,2012,111950064
2,PROSTITUTION,2013,9166222
2,PROSTITUTION,2014,29289731
2,PROSTITUTION,2015,20149263
2,PROSTITUTION,2016,10697783
2,PROSTITUTION,2017,21892737
2,PUBLIC INDECENCY,2005,4518907
2,PUBLIC INDECENCY,2015,10295748
2,PUBLIC PEACE VIOLATION,2002,39747909
2,PUBLIC PEACE VIOLATION,2003,96453674
2,PUBLIC PEACE VIOLATION,2004,72000483
2,PUBLIC PEACE VIOLATION,2005,111599552
2,PUBLIC PEACE VIOLATION,2006,143781912
2,PUBLIC PEACE VIOLATION,2007,179941287
2,PUBLIC PEACE VIOLATION,2008,171634622
2,PUBLIC PEACE VIOLATION,2009,257940824
2,PUBLIC PEACE VIOLATION,2010,233295254
2,PUBLIC PEACE VIOLATION,2011,269752756
2,PUBLIC PEACE VIOLATION,2012,225215240
2,PUBLIC PEACE VIOLATION,2013,219585360
2,PUBLIC PEACE VIOLATION,2014,222595336
2,PUBLIC PEACE VIOLATION,2015,332248550
2,PUBLIC PEACE VIOLATION,2016,138071919
2,PUBLIC PEACE VIOLATION,2017,175200933
2,PUBLIC PEACE VIOLATION,2018,11196942
2,ROBBERY,2002,337988586
2,ROBBERY,2003,457263015
2,ROBBERY,2004,659795555
2,ROBBERY,2005,804686423
2,ROBBERY,2006,935396521
2,ROBBERY,2007,600989395
2,ROBBERY,2008,1058130435
2,ROBBERY,2009,1169259917
2,ROBBERY,2010,1411641219
2,ROBBERY,2011,1140519499
2,ROBBERY,2012,1235099393
2,ROBBERY,2013,1390748510
2,ROBBERY,2014,1092329305
2,ROBBERY,2015,925712734
2,ROBBERY,2016,1343312328
2,ROBBERY,2017,1266082342
2,ROBBERY,2018,595848771
2,SEX OFFENSE,2001,2109316
2,SEX OFFENSE,2002,68230019
2,SEX OFFENSE,2003,73533917
2,SEX OFFENSE,2004,67311841
2,SEX OFFENSE,2005,134003065
2,SEX OFFENSE,2006,106405101
2,SEX OFFENSE,2007,130776452
2,SEX OFFENSE,2008,117994973
2,SEX OFFENSE,2009,156274159
2,SEX OFFENSE,2010,122789335
2,SEX OFFENSE,2011,170244119
2,SEX OFFENSE,2012,122649129
2,SEX OFFENSE,2013,102793273
2,SEX OFFENSE,2014,117997650
2,SEX OFFENSE,2015,214901579
2,SEX OFFENSE,2016,233621839
2,SEX OFFENSE,2017,275497263
2,SEX OFFENSE,2018,56476389
2,STALKING,2002,4605306
2,STALKING,2003,11335775
2,STALKING,2004,10832209
2,STALKING,2006,9420288
2,STALKING,2008,25797641
2,STALKING,2009,49403601
2,STALKING,2010,45947717
2,STALKING,2011,8352326
2,STALKING,2012,43794668
2,STALKING,2013,18511425
2,STALKING,2014,29642586
2,STALKING,2016,21122982
2,STALKING,2017,32693107
2,STALKING,2018,11300034
2,THEFT,2001,51870492
2,THEFT,2002,2518329807
2,THEFT,2003,3749276653
2,THEFT,2004,5347653686
2,THEFT,2005,6426010176
2,THEFT,2006,7629515186
2,THEFT,2007,7184640308
2,THEFT,2008,8585188974
2,THEFT,2009,8660545266
2,THEFT,2010,8515237617
2,THEFT,2011,8535930288
2,THEFT,2012,8519086985
2,THEFT,2013,9145583679
2,THEFT,2014,7822787528
2,THEFT,2015,6939129953
2,THEFT,2016,7784252168
2,THEFT,2017,10085613698
2,THEFT,2018,3275389268
2,WEAPONS VIOLATION,2002,15823277
2,WEAPONS VIOLATION,2003,54353229
2,WEAPONS VIOLATION,2004,70635394
2,WEAPONS VIOLATION,2005,95577260
2,WEAPONS VIOLATION,2006,180096323
2,WEAPONS VIOLATION,2007,117804194
2,WEAPONS VIOLATION,2008,216166699
2,WEAPONS VIOLATION,2009,173331661
2,WEAPONS VIOLATION,2010,197283529
2,WEAPONS VIOLATION,2011,267867612
2,WEAPONS VIOLATION,2012,156528825
2,WEAPONS VIOLATION,2013,257528625
2,WEAPONS VIOLATION,2014,250968664
2,WEAPONS VIOLATION,2015,334909280
2,WEAPONS VIOLATION,2016,360066838
2,WEAPONS VIOLATION,2017,253271050
2,WEAPONS VIOLATION,2018,146066202
3,ARSON,2002,12162949
3,ARSON,2003,22056419
3,ARSON,2004,16749737
3,ARSON,2005,29287523
3,ARSON,2006,46808828
3,ARSON,2007,27347618
3,ARSON,2008,12249181
3,ARSON,2009,35083085
3,ARSON,2010,15336152
3,ARSON,2011,33075991
3,ARSON,2012,34280941
3,ARSON,2013,9052335
3,ARSON,2014,48809837
3,ARSON,2015,20595113
3,ARSON,2016,21315970
3,ARSON,2017,10894847
3,ARSON,2018,11207702
3,ASSAULT,2001,1688054
3,ASSAULT,2002,979504852
3,ASSAULT,2003,1262672479
3,ASSAULT,2004,1537311131
3,ASSAULT,2005,1795384740
3,ASSAULT,2006,1913611711
3,ASSAULT,2007,2061981741
3,ASSAULT,2008,2316373694
3,ASSAULT,2009,2164239856
3,ASSAULT,2010,2287436914
3,ASSAULT,2011,2300107260
3,ASSAULT,2012,2121114006
3,ASSAULT,2013,2546201022
3,ASSAULT,2014,2054645086
3,ASSAULT,2015,2395378500
3,ASSAULT,2016,2660398911
3,ASSAULT,2017,3025530034
3,ASSAULT,2018,1035240119
3,BATTERY,2001,7036770
3,BATTERY,2002,2488124716
3,BATTERY,2003,3525478057
3,BATTERY,2004,4437206263
3,BATTERY,2005,5085419731
3,BATTERY,2006,5473214217
3,BATTERY,2007,6269062664
3,BATTERY,2008,6623453784
3,BATTERY,2009,6010022607
3,BATTERY,2010,6447289894
3,BATTERY,2011,5481811374
3,BATTERY,2012,6393705065
3,BATTERY,2013,6165082245
3,BATTERY,2014,5937826491
3,BATTERY,2015,6842847044
3,BATTERY,2016,7190402894
3,BATTERY,2017,7298358047
3,BATTERY,2018,2892275272
3,BURGLARY,2001,2587584
3,BURGLARY,2002,415134186
3,BURGLARY,2003,811292230
3,BURGLARY,2004,1125193405
3,BURGLARY,2005,1247212237
3,BURGLARY,2006,1210873910
3,BURGLARY,2007,1343540997
3,BURGLARY,2008,1667080239
3,BURGLARY,2009,1454653946
3,BURGLARY,2010,1704437499
3,BURGLARY,2011,1855685606
3,BURGLARY,2012,1879164723
3,BURGLARY,2013,1216745923
3,BURGLARY,2014,1105945598
3,BURGLARY,2015,1207892421
3,BURGLARY,2016,1444505747
3,BURGLARY,2017,1763207520
3,BURGLARY,2018,607987837
3,CONCEALED CARRY LICENSE VIOLATION,2014,9699614
3,CRIM SEXUAL ASSAULT,2001,7404301
3,CRIM SEXUAL ASSAULT,2002,67082115
3,CRIM SEXUAL ASSAULT,2003,65704745
3,CRIM SEXUAL ASSAULT,2004,108550838
3,CRIM SEXUAL ASSAULT,2005,119126744
3,CRIM SEXUAL ASSAULT,2006,81834507
3,CRIM SEXUAL ASSAULT,2007,117262908
3,CRIM SEXUAL ASSAULT,2008,187261658
3,CRIM SEXUAL ASSAULT,2009,197894344
3,CRIM SEXUAL ASSAULT,2010,152206487
3,CRIM SEXUAL ASSAULT,2011,286266535
3,CRIM SEXUAL ASSAULT,2012,176016192
3,CRIM SEXUAL ASSAULT,2013,213695186
3,CRIM SEXUAL ASSAULT,2014,223579069
3,CRIM SEXUAL ASSAULT,2015,304435930
3,CRIM SEXUAL ASSAULT,2016,286508324
3,CRIM SEXUAL ASSAULT,2017,528921435
3,CRIM SEXUAL ASSAULT,2018,169205481
3,CRIMINAL DAMAGE,2001,4824176
3,CRIMINAL DAMAGE,2002,1283438874
3,CRIMINAL DAMAGE,2003,1792549579
3,CRIMINAL DAMAGE,2004,2224301439
3,CRIMINAL DAMAGE,2005,3029217255
3,CRIMINAL DAMAGE,2006,3450757031
3,CRIMINAL DAMAGE,2007,3754461871
3,CRIMINAL DAMAGE,2008,3995377527
3,CRIMINAL DAMAGE,2009,3641828205
3,CRIMINAL DAMAGE,2010,3745110082
3,CRIMINAL DAMAGE,2011,3218257404
3,CRIMINAL DAMAGE,2012,3876946644
3,CRIMINAL DAMAGE,2013,3381652343
3,CRIMINAL DAMAGE,2014,3204229241
3,CRIMINAL DAMAGE,2015,3303063107
3,CRIMINAL DAMAGE,2016,3240934796
3,CRIMINAL DAMAGE,2017,3500990605
3,CRIMINAL DAMAGE,2018,1058130925
3,CRIMINAL TRESPASS,2002,629197734
3,CRIMINAL TRESPASS,2003,1154851486
3,CRIMINAL TRESPASS,2004,1235089734
3,CRIMINAL TRESPASS,2005,1543474274
3,CRIMINAL TRESPASS,2006,1402069220
3,CRIMINAL TRESPASS,2007,1679332107
3,CRIMINAL TRESPASS,2008,1203738744
3,CRIMINAL TRESPASS,2009,1216597543
3,CRIMINAL TRESPASS,2010,989168016
3,CRIMINAL TRESPASS,2011,1110500019
3,CRIMINAL TRESPASS,2012,1190188103
3,CRIMINAL TRESPASS,2013,1371393659
3,CRIMINAL TRESPASS,2014,1743030155
3,CRIMINAL TRESPASS,2015,1447493683
3,CRIMINAL TRESPASS,2016,1321234136
3,CRIMINAL TRESPASS,2017,1298526780
3,CRIMINAL TRESPASS,2018,573942266
3,DECEPTIVE PRACTICE,2001,28839066
3,DECEPTIVE PRACTICE,2002,795244521
3,DECEPTIVE PRACTICE,2003,1255608083
3,DECEPTIVE PRACTICE,2004,1477359082
3,DECEPTIVE PRACTICE,2005,1796776330
3,DECEPTIVE PRACTICE,2006,1374214381
3,DECEPTIVE PRACTICE,2007,1414414404
3,DECEPTIVE PRACTICE,2008,1771591074
3,DECEPTIVE PRACTICE,2009,1891280349
3,DECEPTIVE PRACTICE,2010,2003978021
3,DECEPTIVE PRACTICE,2011,2204004207
3,DECEPTIVE PRACTICE,2012,2337753289
3,DECEPTIVE PRACTICE,2013,2824492217
3,DECEPTIVE PRACTICE,2014,2642401137
3,DECEPTIVE PRACTICE,2015,3334426343
3,DECEPTIVE PRACTICE,2016,3761858250
3,DECEPTIVE PRACTICE,2017,4326966991
3,DECEPTIVE PRACTICE,2018,1508075469
3,GAMBLING,2002,13418016
3,GAMBLING,2003,44743747
3,GAMBLING,2004,40692392
3,GAMBLING,2005,21261100
3,GAMBLING,2006,61010546
3,GAMBLING,2007,79416121
3,GAMBLING,2008,63607271
3,GAMBLING,2009,35415210
3,GAMBLING,2010,53135493
3,GAMBLING,2011,15926943
3,GAMBLING,2012,8878577
3,GAMBLING,2013,9297550
3,GAMBLING,2015,20441378
3,GAMBLING,2016,10492471
3,HOMICIDE,2001,7586
3,HOMICIDE,2002,6585
3,HOMICIDE,2003,20377
3,HOMICIDE,2004,5454
3,HOMICIDE,2005,3136
3,HOMICIDE,2006,11285
3,HOMICIDE,2007,20951
3,HOMICIDE,2008,14069
3,HOMICIDE,2009,5040
3,HOMICIDE,2010,77985
3,HOMICIDE,2011,100111
3,HOMICIDE,2012,102913
3,HOMICIDE,2013,21039
3,HOMICIDE,2014,107711
3,HOMICIDE,2015,263364
3,HOMICIDE,2016,181774
3,HOMICIDE,2017,117299
3,INTERFERENCE WITH PUBLIC OFFICER,2002,13828923
3,INTERFERENCE WITH PUBLIC OFFICER,2003,16772813
3,INTERFERENCE WITH PUBLIC OFFICER,2004,24471952
3,INTERFERENCE WITH PUBLIC OFFICER,2005,29662652
3,INTERFERENCE WITH PUBLIC OFFICER,2006,49570578
3,INTERFERENCE WITH PUBLIC OFFICER,2007,50476814
3,INTERFERENCE WITH PUBLIC OFFICER,2008,32402133
3,INTERFERENCE WITH PUBLIC OFFICER,2009,90961696
3,INTERFERENCE WITH PUBLIC OFFICER,2010,129483332
3,INTERFERENCE WITH PUBLIC OFFICER,2011,81545925
3,INTERFERENCE WITH PUBLIC OFFICER,2012,87551309
3,INTERFERENCE WITH PUBLIC OFFICER,2013,110856170
3,INTERFERENCE WITH PUBLIC OFFICER,2014,135677618
3,INTERFERENCE WITH PUBLIC OFFICER,2015,100753138
3,INTERFERENCE WITH PUBLIC OFFICER,2016,21309948
3,INTERFERENCE WITH PUBLIC OFFICER,2017,131766130
3,INTERFERENCE WITH PUBLIC OFFICER,2018,56356863
3,INTIMIDATION,2002,2283360
3,INTIMIDATION,2003,11409373
3,INTIMIDATION,2004,12859596
3,INTIMIDATION,2005,12501921
3,INTIMIDATION,2006,29394882
3,INTIMIDATION,2007,5419966
3,INTIMIDATION,2008,25292862
3,INTIMIDATION,2009,21109760
3,INTIMIDATION,2010,22945228
3,INTIMIDATION,2011,25252912
3,INTIMIDATION,2012,26269848
3,INTIMIDATION,2013,9364601
3,INTIMIDATION,2014,9557598
3,INTIMIDATION,2015,20113630
3,INTIMIDATION,2017,33296619
3,KIDNAPPING,2002,25594834
3,KIDNAPPING,2003,13994240
3,KIDNAPPING,2004,13302900
3,KIDNAPPING,2005,21471606
3,KIDNAPPING,2006,4998383
3,KIDNAPPING,2008,43718892
3,KIDNAPPING,2009,13902351
3,KIDNAPPING,2010,15385504
3,KIDNAPPING,2011,16578309
3,KIDNAPPING,2012,17466053
3,KIDNAPPING,2013,9355975
3,KIDNAPPING,2015,20166174
3,KIDNAPPING,2016,10381841
3,KIDNAPPING,2017,11160838
3,KIDNAPPING,2018,11211614
3,LIQUOR LAW VIOLATION,2001,2629657
3,LIQUOR LAW VIOLATION,2002,82398829
3,LIQUOR LAW VIOLATION,2003,123369026
3,LIQUOR LAW VIOLATION,2004,97557235
3,LIQUOR LAW VIOLATION,2005,67215801
3,LIQUOR LAW VIOLATION,2006,99489386
3,LIQUOR LAW VIOLATION,2007,96609951
3,LIQUOR LAW VIOLATION,2008,106824373
3,LIQUOR LAW VIOLATION,2009,90819646
3,LIQUOR LAW VIOLATION,2010,151963405
3,LIQUOR LAW VIOLATION,2011,65465998
3,LIQUOR LAW VIOLATION,2012,17322245
3,LIQUOR LAW VIOLATION,2013,36795228
3,LIQUOR LAW VIOLATION,2014,9651722
3,LIQUOR LAW VIOLATION,2015,30594566
3,LIQUOR LAW VIOLATION,2016,21376692
3,LIQUOR LAW VIOLATION,2017,33025993
3,MOTOR VEHICLE THEFT,2001,13757865
3,MOTOR VEHICLE THEFT,2002,421425887
3,MOTOR VEHICLE THEFT,2003,537352799
3,MOTOR VEHICLE THEFT,2004,820911582
3,MOTOR VEHICLE THEFT,2005,1008782874
3,MOTOR VEHICLE THEFT,2006,1029616093
3,MOTOR VEHICLE THEFT,2007,967827077
3,MOTOR VEHICLE THEFT,2008,1008726266
3,MOTOR VEHICLE THEFT,2009,1035036733
3,MOTOR VEHICLE THEFT,2010,1425764818
3,MOTOR VEHICLE THEFT,2011,1659912153
3,MOTOR VEHICLE THEFT,2012,2343360291
3,MOTOR VEHICLE THEFT,2013,1743922284
3,MOTOR VEHICLE THEFT,2014,1014760410
3,MOTOR VEHICLE THEFT,2015,1579708559
3,MOTOR VEHICLE THEFT,2016,1143136281
3,MOTOR VEHICLE THEFT,2017,1178508006
3,MOTOR VEHICLE THEFT,2018,472495981
3,NARCOTICS,2001,18406493
3,NARCOTICS,2002,1518627576
3,NARCOTICS,2003,2716397952
3,NARCOTICS,2004,2790618760
3,NARCOTICS,2005,4413619292
3,NARCOTICS,2006,5535136218
3,NARCOTICS,2007,5849887394
3,NARCOTICS,2008,4676729049
3,NARCOTICS,2009,4269151877
3,NARCOTICS,2010,5106944069
3,NARCOTICS,2011,5685643065
3,NARCOTICS,2012,6376125429
3,NARCOTICS,2013,4429139537
3,NARCOTICS,2014,5065608028
3,NARCOTICS,2015,2900053193
3,NARCOTICS,2016,1214285590
3,NARCOTICS,2017,748240504
3,NARCOTICS,2018,270166014
3,NON-CRIMINAL,2010,9747851
3,NON-CRIMINAL,2014,9883926
3,NON-CRIMINAL,2016,32047217
3,OBSCENITY,2002,2178314
3,OBSCENITY,2005,3828613
3,OBSCENITY,2012,26717724
3,OBSCENITY,2016,10515294
3,OBSCENITY,2018,11276263
3,OFFENSE INVOLVING CHILDREN,2001,17758702
3,OFFENSE INVOLVING CHILDREN,2002,80755265
3,OFFENSE INVOLVING CHILDREN,2003,159990032
3,OFFENSE INVOLVING CHILDREN,2004,136677686
3,OFFENSE INVOLVING CHILDREN,2005,186838810
3,OFFENSE INVOLVING CHILDREN,2006,214464764
3,OFFENSE INVOLVING CHILDREN,2007,150719596
3,OFFENSE INVOLVING CHILDREN,2008,117493226
3,OFFENSE INVOLVING CHILDREN,2009,147810370
3,OFFENSE INVOLVING CHILDREN,2010,122356279
3,OFFENSE INVOLVING CHILDREN,2011,151792532
3,OFFENSE INVOLVING CHILDREN,2012,272349374
3,OFFENSE INVOLVING CHILDREN,2013,299111807
3,OFFENSE INVOLVING CHILDREN,2014,216145183
3,OFFENSE INVOLVING CHILDREN,2015,354379101
3,OFFENSE INVOLVING CHILDREN,2016,254723060
3,OFFENSE INVOLVING CHILDREN,2017,209991631
3,OFFENSE INVOLVING CHILDREN,2018,135008304
3,OTHER NARCOTIC VIOLATION,2004,3341461
3,OTHER NARCOTIC VIOLATION,2005,4006248
3,OTHER NARCOTIC VIOLATION,2014,9558264
3,OTHER OFFENSE,2001,10417271
3,OTHER OFFENSE,2002,871735650
3,OTHER OFFENSE,2003,1505895997
3,OTHER OFFENSE,2004,1713866876
3,OTHER OFFENSE,2005,1904781637
3,OTHER OFFENSE,2006,2016750386
3,OTHER OFFENSE,2007,2178660436
3,OTHER OFFENSE,2008,2452022561
3,OTHER OFFENSE,2009,2433623800
3,OTHER OFFENSE,2010,2149017467
3,OTHER OFFENSE,2011,2321502137
3,OTHER OFFENSE,2012,2134513223
3,OTHER OFFENSE,2013,2587731924
3,OTHER OFFENSE,2014,2329668259
3,OTHER OFFENSE,2015,2263059334
3,OTHER OFFENSE,2016,2001318095
3,OTHER OFFENSE,2017,2309266079
3,OTHER OFFENSE,2018,946344174
3,PROSTITUTION,2002,317891680
3,PROSTITUTION,2003,413423858
3,PROSTITUTION,2004,459966329
3,PROSTITUTION,2005,572225927
3,PROSTITUTION,2006,414805669
3,PROSTITUTION,2007,377573530
3,PROSTITUTION,2008,127892139
3,PROSTITUTION,2009,233863012
3,PROSTITUTION,2010,121009327
3,PROSTITUTION,2011,56114745
3,PROSTITUTION,2012,60693456
3,PROSTITUTION,2013,37000024
3,PROSTITUTION,2014,18986865
3,PROSTITUTION,2015,19975639
3,PROSTITUTION,2017,11043165
3,PUBLIC INDECENCY,2011,8234733
3,PUBLIC INDECENCY,2013,9077057
3,PUBLIC PEACE VIOLATION,2001,2597574
3,PUBLIC PEACE VIOLATION,2002,107712656
3,PUBLIC PEACE VIOLATION,2003,186359085
3,PUBLIC PEACE VIOLATION,2004,330512944
3,PUBLIC PEACE VIOLATION,2005,324833856
3,PUBLIC PEACE VIOLATION,2006,284122561
3,PUBLIC PEACE VIOLATION,2007,335398018
3,PUBLIC PEACE VIOLATION,2008,335572660
3,PUBLIC PEACE VIOLATION,2009,398481032
3,PUBLIC PEACE VIOLATION,2010,490778428
3,PUBLIC PEACE VIOLATION,2011,357443068
3,PUBLIC PEACE VIOLATION,2012,236654545
3,PUBLIC PEACE VIOLATION,2013,423284854
3,PUBLIC PEACE VIOLATION,2014,299686391
3,PUBLIC PEACE VIOLATION,2015,314529036
3,PUBLIC PEACE VIOLATION,2016,243671561
3,PUBLIC PEACE VIOLATION,2017,341353149
3,PUBLIC PEACE VIOLATION,2018,78737755
3,ROBBERY,2001,2342140
3,ROBBERY,2002,455551019
3,ROBBERY,2003,625852674
3,ROBBERY,2004,737317949
3,ROBBERY,2005,941462363
3,ROBBERY,2006,937483328
3,ROBBERY,2007,1105418616
3,ROBBERY,2008,1163988406
3,ROBBERY,2009,1234623358
3,ROBBERY,2010,1251187624
3,ROBBERY,2011,1182820288
3,ROBBERY,2012,1218268435
3,ROBBERY,2013,1135130176
3,ROBBERY,2014,1019891257
3,ROBBERY,2015,1165973433
3,ROBBERY,2016,1527058708
3,ROBBERY,2017,1134969384
3,ROBBERY,2018,292818073
3,SEX OFFENSE,2001,13052809
3,SEX OFFENSE,2002,105778051
3,SEX OFFENSE,2003,224862373
3,SEX OFFENSE,2004,324542387
3,SEX OFFENSE,2005,344642811
3,SEX OFFENSE,2006,262462847
3,SEX OFFENSE,2007,269029715
3,SEX OFFENSE,2008,293848470
3,SEX OFFENSE,2009,255795232
3,SEX OFFENSE,2010,171969531
3,SEX OFFENSE,2011,164597151
3,SEX OFFENSE,2012,224617053
3,SEX OFFENSE,2013,174514762
3,SEX OFFENSE,2014,205256766
3,SEX OFFENSE,2015,175145320
3,SEX OFFENSE,2016,211553550
3,SEX OFFENSE,2017,276836755
3,SEX OFFENSE,2018,123799214
3,STALKING,2002,7058920
3,STALKING,2003,11564561
3,STALKING,2004,3424380
3,STALKING,2005,12124353
3,STALKING,2006,4717943
3,STALKING,2007,5249227
3,STALKING,2008,18930545
3,STALKING,2009,7172162
3,STALKING,2010,15362265
3,STALKING,2011,41888698
3,STALKING,2012,34686576
3,STALKING,2013,9429176
3,STALKING,2016,10723902
3,STALKING,2017,10975348
3,STALKING,2018,11234753
3,THEFT,2001,65399875
3,THEFT,2002,3256912432
3,THEFT,2003,4726082346
3,THEFT,2004,5850815906
3,THEFT,2005,6789575206
3,THEFT,2006,7326214258
3,THEFT,2007,7769347517
3,THEFT,2008,9779932008
3,THEFT,2009,9290302635
3,THEFT,2010,9791365550
3,THEFT,2011,10360390747
3,THEFT,2012,11751077959
3,THEFT,2013,10525154634
3,THEFT,2014,9391653546
3,THEFT,2015,8995645974
3,THEFT,2016,10744268721
3,THEFT,2017,10629494529
3,THEFT,2018,3242911104
3,WEAPONS VIOLATION,2002,67079121
3,WEAPONS VIOLATION,2003,103880815
3,WEAPONS VIOLATION,2004,113575391
3,WEAPONS VIOLATION,2005,109370904
3,WEAPONS VIOLATION,2006,94597690
3,WEAPONS VIOLATION,2007,136069170
3,WEAPONS VIOLATION,2008,182659062
3,WEAPONS VIOLATION,2009,174662485
3,WEAPONS VIOLATION,2010,196629073
3,WEAPONS VIOLATION,2011,270257555
3,WEAPONS VIOLATION,2012,383015582
3,WEAPONS VIOLATION,2013,212339474
3,WEAPONS VIOLATION,2014,202362500
3,WEAPONS VIOLATION,2015,212443241
3,WEAPONS VIOLATION,2016,263699228
3,WEAPONS VIOLATION,2017,253176636
3,WEAPONS VIOLATION,2018,112567302
4,ARSON,2002,15963501
4,ARSON,2003,5742244
4,ARSON,2004,13656369
4,ARSON,2005,8532912
4,ARSON,2006,23578325
4,ARSON,2007,28986568
4,ARSON,2008,12462859
4,ARSON,2009,13960875
4,ARSON,2010,7649284
4,ARSON,2011,7991532
4,ARSON,2012,8774754
4,ARSON,2014,9680332
4,ARSON,2015,10174384
4,ARSON,2016,10729944
4,ARSON,2017,22015149
4,ARSON,2018,11223909
4,ASSAULT,2001,2342067
4,ASSAULT,2002,370384075
4,ASSAULT,2003,435491708
4,ASSAULT,2004,536004391
4,ASSAULT,2005,664070380
4,ASSAULT,2006,651574880
4,ASSAULT,2007,756679184
4,ASSAULT,2008,966979389
4,ASSAULT,2009,807943088
4,ASSAULT,2010,911099143
4,ASSAULT,2011,815553213
4,ASSAULT,2012,1076106547
4,ASSAULT,2013,1019639893
4,ASSAULT,2014,841661508
4,ASSAULT,2015,1003949762
4,ASSAULT,2016,1004399332
4,ASSAULT,2017,1377274170
4,ASSAULT,2018,495435675
4,BATTERY,2001,4777274
4,BATTERY,2002,1009477305
4,BATTERY,2003,1572572681
4,BATTERY,2004,1686508659
4,BATTERY,2005,2007537100
4,BATTERY,2006,2088148002
4,BATTERY,2007,2240338673
4,BATTERY,2008,2576123886
4,BATTERY,2009,2783122020
4,BATTERY,2010,2629767252
4,BATTERY,2011,2569669211
4,BATTERY,2012,3078072188
4,BATTERY,2013,3260133332
4,BATTERY,2014,3167191062
4,BATTERY,2015,2931900220
4,BATTERY,2016,3137024739
4,BATTERY,2017,3174658464
4,BATTERY,2018,1474310787
4,BURGLARY,2001,3363641
4,BURGLARY,2002,461022534
4,BURGLARY,2003,609646769
4,BURGLARY,2004,859862723
4,BURGLARY,2005,1189467630
4,BURGLARY,2006,1033748512
4,BURGLARY,2007,1062270015
4,BURGLARY,2008,1067409231
